"Wavelength","Transmittance"
1099,97.227388
1099,97.244663
1099,97.176692
1100,97.239149
1100,97.245562
1100,97.15887
1101,97.230087
1101,97.240408
1101,97.14767
1102,97.211679
1102,97.247045
1102,97.154119
1103,97.195423
1103,97.270116
1103,97.173074
1104,97.185482
1104,97.299514
1104,97.184711
1105,97.181473
1105,97.321297
1105,97.181252
1106,97.184448
1106,97.328726
1106,97.179126
1107,97.197285
1107,97.326229
1107,97.195024
1108,97.22025
1108,97.325816
1108,97.222542
1109,97.248992
1109,97.338445
1109,97.245128
1110,97.278096
1110,97.366079
1110,97.260995
1111,97.304811
1111,97.399799
1111,97.278179
1112,97.328409
1112,97.424875
1112,97.292759
1113,97.347831
1113,97.43026
1113,97.292227
1114,97.361623
1114,97.416011
1114,97.278872
1115,97.369392
1115,97.391526
1115,97.270834
1116,97.37146
1116,97.365246
1116,97.276443
1117,97.367192
1117,97.337905
1117,97.283455
1118,97.356366
1118,97.309932
1118,97.28036
1119,97.343906
1119,97.293323
1119,97.275697
1120,97.34095
1120,97.306689
1120,97.287449
1121,97.356869
1121,97.353941
1121,97.320704
1122,97.388181
1122,97.414339
1122,97.362996
1123,97.417163
1123,97.459882
1123,97.396954
1124,97.425009
1124,97.479634
1124,97.412854
1125,97.408768
1125,97.4824
1125,97.412828
1126,97.384359
1126,97.479369
1126,97.406047
1127,97.370713
1127,97.472366
1127,97.398014
1128,97.370725
1128,97.459266
1128,97.385612
1129,97.370188
1129,97.443217
1129,97.366428
1130,97.357785
1130,97.432918
1130,97.349629
1131,97.343551
1131,97.437169
1131,97.34941
1132,97.35177
1132,97.460812
1132,97.368581
1133,97.393258
1133,97.503067
1133,97.397588
1134,97.449241
1134,97.557562
1134,97.429369
1135,97.487558
1135,97.613862
1135,97.463718
1136,97.493516
1136,97.658983
1136,97.495152
1137,97.480559
1137,97.678918
1137,97.510198
1138,97.47107
1138,97.664194
1138,97.504285
1139,97.473964
1139,97.620038
1139,97.491671
1140,97.484444
1140,97.569967
1140,97.490145
1141,97.498174
1141,97.541158
1141,97.501699
1142,97.516057
1142,97.542192
1142,97.515146
1143,97.5351
1143,97.558269
1143,97.521844
1144,97.543471
1144,97.569216
1144,97.521366
1145,97.530624
1145,97.568184
1145,97.516692
1146,97.499767
1146,97.56109
1146,97.511962
1147,97.46607
1147,97.553182
1147,97.512141
1148,97.442875
1148,97.542199
1148,97.517569
1149,97.431426
1149,97.524024
1149,97.520377
1150,97.42324
1150,97.501022
1150,97.512064
1151,97.410146
1151,97.483233
1151,97.492926
1152,97.39219
1152,97.481616
1152,97.469968
1153,97.378399
1153,97.499527
1153,97.449434
1154,97.380529
1154,97.530375
1154,97.437009
1155,97.403306
1155,97.563558
1155,97.440401
1156,97.437745
1156,97.591445
1156,97.461402
1157,97.464748
1157,97.609668
1157,97.486365
1158,97.468696
1158,97.613383
1158,97.495092
1159,97.450131
1159,97.598864
1159,97.4823
1160,97.426037
1160,97.570715
1160,97.463511
1161,97.416344
1161,97.542713
1161,97.456461
1162,97.427662
1162,97.526628
1162,97.462092
1163,97.448492
1163,97.521169
1163,97.467443
1164,97.460206
1164,97.514704
1164,97.462419
1165,97.453865
1165,97.498575
1165,97.448905
1166,97.436564
1166,97.475883
1166,97.435617
1167,97.421357
1167,97.457303
1167,97.428693
1168,97.413245
1168,97.449962
1168,97.42778
1169,97.407672
1169,97.450954
1169,97.428509
1170,97.401343
1170,97.451519
1170,97.427033
1171,97.398773
1171,97.447374
1171,97.422432
1172,97.405133
1172,97.444367
1172,97.416555
1173,97.416821
1173,97.452964
1173,97.41371
1174,97.424696
1174,97.476981
1174,97.419704
1175,97.425361
1175,97.508686
1175,97.436604
1176,97.424122
1176,97.535374
1176,97.456192
1177,97.427064
1177,97.550324
1177,97.463799
1178,97.436024
1178,97.557186
1178,97.45456
1179,97.452819
1179,97.564935
1179,97.443307
1180,97.481381
1180,97.579457
1180,97.451183
1181,97.520076
1181,97.599178
1181,97.481486
1182,97.555899
1182,97.617659
1182,97.514732
1183,97.573565
1183,97.629784
1183,97.529416
1184,97.571069
1184,97.63497
1184,97.522469
1185,97.56155
1185,97.634815
1185,97.507213
1186,97.5585
1186,97.630247
1186,97.497207
1187,97.563442
1187,97.623831
1187,97.497581
1188,97.56972
1188,97.623492
1188,97.508065
1189,97.57362
1189,97.638694
1189,97.526661
1190,97.577263
1190,97.670093
1190,97.549362
1191,97.582413
1191,97.705086
1191,97.570772
1192,97.586356
1192,97.726395
1192,97.586967
1193,97.584983
1193,97.725529
1193,97.596139
1194,97.577585
1194,97.707466
1194,97.597018
1195,97.567774
1195,97.683767
1195,97.590434
1196,97.561313
1196,97.662994
1196,97.583057
1197,97.563327
1197,97.64683
1197,97.584464
1198,97.575218
1198,97.633564
1198,97.596496
1199,97.592184
1199,97.624455
1199,97.608253
1200,97.60492
1200,97.625374
1200,97.606626
1201,97.606985
1201,97.640319
1201,97.591844
1202,97.601218
1202,97.663715
1202,97.577866
1203,97.596569
1203,97.681967
1203,97.575922
1204,97.597412
1204,97.684469
1204,97.581945
1205,97.59831
1205,97.672171
1205,97.583317
1206,97.591935
1206,97.654562
1206,97.574677
1207,97.580022
1207,97.640375
1207,97.561861
1208,97.571822
1208,97.632526
1208,97.551935
1209,97.571787
1209,97.629096
1209,97.54631
1210,97.57423
1210,97.625928
1210,97.545201
1211,97.57251
1211,97.619266
1211,97.55151
1212,97.568416
1212,97.609383
1212,97.564254
1213,97.567547
1213,97.602564
1213,97.572548
1214,97.568461
1214,97.607281
1214,97.564344
1215,97.562884
1215,97.626725
1215,97.541395
1216,97.546988
1216,97.654984
1216,97.51955
1217,97.52774
1217,97.680578
1217,97.512608
1218,97.516631
1218,97.693806
1218,97.520091
1219,97.520019
1219,97.69194
1219,97.532092
1220,97.535624
1220,97.679464
1220,97.540689
1221,97.554589
1221,97.663853
1221,97.543316
1222,97.566066
1222,97.650033
1222,97.539554
1223,97.563735
1223,97.638135
1223,97.530404
1224,97.550874
1224,97.625905
1224,97.519909
1225,97.537072
1225,97.61208
1225,97.512654
1226,97.5277
1226,97.596933
1226,97.508483
1227,97.518487
1227,97.580945
1227,97.502276
1228,97.502494
1228,97.564726
1228,97.490139
1229,97.480404
1229,97.550008
1229,97.474848
1230,97.46091
1230,97.53901
1230,97.464611
1231,97.45143
1231,97.532156
1231,97.46646
1232,97.450839
1232,97.527463
1232,97.479692
1233,97.451637
1233,97.523121
1233,97.494933
1234,97.447459
1234,97.51977
1234,97.500434
1235,97.437143
1235,97.518425
1235,97.489993
1236,97.422484
1236,97.51633
1236,97.465005
1237,97.404407
1237,97.507369
1237,97.430627
1238,97.382917
1238,97.488442
1238,97.393018
1239,97.360011
1239,97.464182
1239,97.360224
1240,97.339858
1240,97.442915
1240,97.340199
1241,97.324802
1241,97.42809
1241,97.333717
1242,97.313357
1242,97.41639
1242,97.331886
1243,97.303985
1243,97.404806
1243,97.324698
1244,97.298868
1244,97.396365
1244,97.311062
1245,97.300852
1245,97.396632
1245,97.297696
1246,97.307259
1246,97.406326
1246,97.289681
1247,97.309996
1247,97.419753
1247,97.286052
1248,97.303218
1248,97.429962
1248,97.284465
1249,97.290121
1249,97.434355
1249,97.286452
1250,97.281855
1250,97.436314
1250,97.29659
1251,97.289811
1251,97.442241
1251,97.317535
1252,97.317074
1252,97.455557
1252,97.345948
1253,97.354889
1253,97.472061
1253,97.372564
1254,97.388166
1254,97.482794
1254,97.387895
1255,97.406722
1255,97.4833
1255,97.389993
1256,97.411815
1256,97.478419
1256,97.386026
1257,97.411134
1257,97.47557
1257,97.384391
1258,97.408919
1258,97.475176
1258,97.386383
1259,97.403673
1259,97.471377
1259,97.387636
1260,97.394447
1260,97.461417
1260,97.385798
1261,97.384827
1261,97.45
1261,97.382943
1262,97.379095
1262,97.443313
1262,97.381172
1263,97.377743
1263,97.442382
1263,97.380201
1264,97.378813
1264,97.444251
1264,97.379989
1265,97.38106
1265,97.446741
1265,97.381386
1266,97.383882
1266,97.450124
1266,97.382947
1267,97.385805
1267,97.455602
1267,97.380291
1268,97.384876
1268,97.463126
1268,97.370122
1269,97.380228
1269,97.470059
1269,97.353172
1270,97.372918
1270,97.472373
1270,97.333328
1271,97.366156
1271,97.468889
1271,97.316825
1272,97.364154
1272,97.463781
1272,97.311783
1273,97.368196
1273,97.46188
1273,97.323005
1274,97.373601
1274,97.461703
1274,97.344974
1275,97.373005
1275,97.456852
1275,97.363374
1276,97.363676
1276,97.444809
1276,97.366332
1277,97.350361
1277,97.43072
1277,97.353711
1278,97.34036
1278,97.421014
1278,97.335145
1279,97.336942
1279,97.416565
1279,97.321285
1280,97.337456
1280,97.414297
1280,97.31751
1281,97.336098
1281,97.412339
1281,97.322207
1282,97.328609
1282,97.410592
1282,97.328584
1283,97.316018
1283,97.408029
1283,97.329982
1284,97.304014
1284,97.40305
1284,97.325882
1285,97.297131
1285,97.39606
1285,97.321458
1286,97.294195
1286,97.389213
1286,97.320066
1287,97.291442
1287,97.383629
1287,97.318331
1288,97.288719
1288,97.378582
1288,97.310664
1289,97.28892
1289,97.373458
1289,97.296783
1290,97.291478
1290,97.368661
1290,97.281877
1291,97.291045
1291,97.364014
1291,97.27058
1292,97.284025
1292,97.357411
1292,97.26336
1293,97.272721
1293,97.346244
1293,97.257835
1294,97.261472
1294,97.330878
1294,97.251612
1295,97.252124
1295,97.316791
1295,97.244638
1296,97.245189
1296,97.311819
1296,97.240303
1297,97.241985
1297,97.319315
1297,97.243061
1298,97.2428
1298,97.334266
1298,97.253155
1299,97.245205
1299,97.347926
1299,97.264884
1300,97.246572
1300,97.356124
1300,97.272089
1301,97.246522
1301,97.360937
1301,97.274141
1302,97.245494
1302,97.364552
1302,97.274687
1303,97.243261
1303,97.364772
1303,97.275444
1304,97.240816
1304,97.358224
1304,97.273913
1305,97.24129
1305,97.34594
1305,97.267394
1306,97.246515
1306,97.333562
1306,97.257343
1307,97.254542
1307,97.327259
1307,97.249549
1308,97.262736
1308,97.330245
1308,97.250546
1309,97.271767
1309,97.342015
1309,97.263303
1310,97.284151
1310,97.359213
1310,97.284815
1311,97.300484
1311,97.378162
1311,97.308571
1312,97.31818
1312,97.396239
1312,97.328624
1313,97.332143
1313,97.409942
1313,97.340869
1314,97.336237
1314,97.413664
1314,97.342046
1315,97.327539
1315,97.404578
1315,97.331118
1316,97.311354
1316,97.389363
1316,97.313251
1317,97.298977
1317,97.38116
1317,97.299164
1318,97.297896
1318,97.387091
1318,97.297629
1319,97.306235
1319,97.401595
1319,97.309132
1320,97.319109
1320,97.415565
1320,97.328134
1321,97.33638
1321,97.428602
1321,97.348902
1322,97.359047
1322,97.446436
1322,97.36658
1323,97.381751
1323,97.469099
1323,97.37645
1324,97.396076
1324,97.488924
1324,97.378289
1325,97.400732
1325,97.500571
1325,97.379816
1326,97.402921
1326,97.507312
1326,97.389723
1327,97.409799
1327,97.515559
1327,97.407788
1328,97.424052
1328,97.527501
1328,97.427553
1329,97.447316
1329,97.542098
1329,97.448337
1330,97.48008
1330,97.559232
1330,97.47625
1331,97.515936
1331,97.579758
1331,97.511754
1332,97.542075
1332,97.60199
1332,97.542665
1333,97.551145
1333,97.620815
1333,97.555743
1334,97.549591
1334,97.63123
1334,97.551912
1335,97.549563
1335,97.632099
1335,97.544087
1336,97.554778
1336,97.626999
1336,97.541863
1337,97.558916
1337,97.622254
1337,97.543771
1338,97.557498
1338,97.624008
1338,97.544822
1339,97.55601
1339,97.635566
1339,97.545872
1340,97.562793
1340,97.655467
1340,97.551927
1341,97.577043
1341,97.677582
1341,97.564011
1342,97.589791
1342,97.694562
1342,97.577427
1343,97.594774
1343,97.702532
1343,97.587333
1344,97.592605
1344,97.702735
1344,97.592088
1345,97.586153
1345,97.698814
1345,97.592102
1346,97.577187
1346,97.692897
1346,97.589608
1347,97.568654
1347,97.685428
1347,97.589716
1348,97.566426
1348,97.678988
1348,97.597898
1349,97.574824
1349,97.680045
1349,97.614411
1350,97.591165
1350,97.693299
1350,97.632249
1351,97.608135
1351,97.714863
1351,97.642468
1352,97.621211
1352,97.733101
1352,97.64054
1353,97.63048
1353,97.737917
1353,97.627505
1354,97.635127
1354,97.727265
1354,97.606445
1355,97.631842
1355,97.708133
1355,97.583433
1356,97.619128
1356,97.69104
1356,97.567271
1357,97.600474
1357,97.681988
1357,97.564293
1358,97.582153
1358,97.680068
1358,97.573531
1359,97.569535
1359,97.681588
1359,97.587369
1360,97.566112
1360,97.685862
1360,97.598107
1361,97.571812
1361,97.695093
1361,97.602471
1362,97.579345
1362,97.70718
1362,97.599924
1363,97.577173
1363,97.712211
1363,97.590636
1364,97.562747
1364,97.702431
1364,97.577417
1365,97.547047
1365,97.682648
1365,97.565844
1366,97.541493
1366,97.664726
1366,97.560724
1367,97.547679
1367,97.655366
1367,97.563432
1368,97.560186
1368,97.652154
1368,97.571462
1369,97.573561
1369,97.649702
1369,97.580009
1370,97.584101
1370,97.647045
1370,97.584549
1371,97.586949
1371,97.646612
1371,97.582364
1372,97.577898
1372,97.648644
1372,97.574377
1373,97.559704
1373,97.650908
1373,97.566322
1374,97.542461
1374,97.650904
1374,97.563642
1375,97.534306
1375,97.648621
1375,97.565429
1376,97.532577
1376,97.645264
1376,97.564044
1377,97.529774
1377,97.641169
1377,97.553433
1378,97.523428
1378,97.636388
1378,97.534358
1379,97.514739
1379,97.629247
1379,97.510315
1380,97.501706
1380,97.61393
1380,97.482564
1381,97.478415
1381,97.582607
1381,97.450551
1382,97.442726
1382,97.53423
1382,97.41666
1383,97.402007
1383,97.480436
1383,97.386541
1384,97.367612
1384,97.438326
1384,97.362599
1385,97.343602
1385,97.414855
1385,97.339356
1386,97.323817
1386,97.402513
1386,97.309484
1387,97.298693
1387,97.388383
1387,97.272238
1388,97.26513
1388,97.366224
1388,97.235587
1389,97.229154
1389,97.340042
1389,97.207395
1390,97.197218
1390,97.315078
1390,97.185872
1391,97.170178
1391,97.292209
1391,97.163137
1392,97.146116
1392,97.269872
1392,97.132594
1393,97.124228
1393,97.246535
1393,97.094208
1394,97.106164
1394,97.221714
1394,97.058162
1395,97.094172
1395,97.196814
1395,97.039247
1396,97.087019
1396,97.173515
1396,97.039065
1397,97.079234
1397,97.151071
1397,97.042149
1398,97.064371
1398,97.127472
1398,97.034537
1399,97.040898
1399,97.105927
1399,97.019004
1400,97.016972
1400,97.095837
1400,97.009593
1401,97.005075
1401,97.101678
1401,97.013042
1402,97.010744
1402,97.118575
1402,97.024079
1403,97.029904
1403,97.13927
1403,97.036566
1404,97.053096
1404,97.158573
1404,97.049135
1405,97.07148
1405,97.173973
1405,97.062978
1406,97.085417
1406,97.18796
1406,97.081446
1407,97.102481
1407,97.205637
1407,97.106576
1408,97.125516
1408,97.228095
1408,97.134121
1409,97.14954
1409,97.252931
1409,97.156015
1410,97.169452
1410,97.277819
1410,97.167392
1411,97.18711
1411,97.303488
1411,97.173444
1412,97.207459
1412,97.329797
1412,97.183501
1413,97.231064
1413,97.351345
1413,97.200512
1414,97.254779
1414,97.363855
1414,97.221885
1415,97.27609
1415,97.370133
1415,97.245502
1416,97.29321
1416,97.376672
1416,97.271661
1417,97.302825
1417,97.386458
1417,97.299967
1418,97.302569
1418,97.398108
1418,97.327951
1419,97.299055
1419,97.411768
1419,97.353323
1420,97.307107
1420,97.431302
1420,97.374714
1421,97.332227
1421,97.455424
1421,97.388069
1422,97.364795
1422,97.476484
1422,97.390115
1423,97.392257
1423,97.486479
1423,97.383189
1424,97.408019
1424,97.484016
1424,97.376125
1425,97.412974
1425,97.478259
1425,97.378994
1426,97.411961
1426,97.478962
1426,97.392438
1427,97.408812
1427,97.486646
1427,97.407756
1428,97.407539
1428,97.497284
1428,97.419043
1429,97.414308
1429,97.511491
1429,97.429329
1430,97.430857
1430,97.529759
1430,97.442129
1431,97.450584
1431,97.546904
1431,97.456996
1432,97.464967
1432,97.556258
1432,97.470356
1433,97.471761
1433,97.556628
1433,97.477553
1434,97.47428
1434,97.553211
1434,97.474846
1435,97.475713
1435,97.551154
1435,97.459827
1436,97.47508
1436,97.551026
1436,97.435691
1437,97.464691
1437,97.545903
1437,97.413608
1438,97.43929
1438,97.530179
1438,97.400577
1439,97.404573
1439,97.50717
1439,97.38809
1440,97.37096
1440,97.484487
1440,97.3699
1441,97.346638
1441,97.468293
1441,97.352391
1442,97.333028
1442,97.460286
1442,97.343712
1443,97.322567
1443,97.454236
1443,97.341981
1444,97.308541
1444,97.441708
1444,97.338975
1445,97.294398
1445,97.423277
1445,97.332172
1446,97.287432
1446,97.406963
1446,97.324555
1447,97.287609
1447,97.398248
1447,97.316388
1448,97.287745
1448,97.393524
1448,97.304192
1449,97.283854
1449,97.388204
1449,97.291286
1450,97.277161
1450,97.380967
1450,97.28443
1451,97.269842
1451,97.374323
1451,97.286375
1452,97.265514
1452,97.374556
1452,97.295092
1453,97.269245
1453,97.385184
1453,97.305542
1454,97.2797
1454,97.400046
1454,97.311837
1455,97.285909
1455,97.405679
1455,97.308013
1456,97.27627
1456,97.393561
1456,97.291572
1457,97.259018
1457,97.3743
1457,97.274272
1458,97.264731
1458,97.379074
1458,97.281234
1459,97.296879
1459,97.411364
1459,97.309532
1460,97.327461
1460,97.439899
1460,97.332497
1461,97.343738
1461,97.448976
1461,97.342027
1462,97.352869
1462,97.447916
1462,97.346626
1463,97.362516
1463,97.450058
1463,97.353151
1464,97.370712
1464,97.459266
1464,97.36137
1465,97.371799
1465,97.468738
1465,97.367301
1466,97.370665
1466,97.472935
1466,97.371798
1467,97.377544
1467,97.473576
1467,97.37834
1468,97.393279
1468,97.474294
1468,97.387825
1469,97.411212
1469,97.479507
1469,97.400335
1470,97.426122
1470,97.492046
1470,97.415185
1471,97.438134
1471,97.511644
1471,97.433276
1472,97.45112
1472,97.532239
1472,97.45664
1473,97.468969
1473,97.546493
1473,97.484999
1474,97.49135
1474,97.557604
1474,97.511806
1475,97.511738
1475,97.572194
1475,97.526822
1476,97.522025
1476,97.587185
1476,97.52629
1477,97.521564
1477,97.598154
1477,97.518812
1478,97.519079
1478,97.607503
1478,97.516793
1479,97.522995
1479,97.620822
1479,97.525524
1480,97.53206
1480,97.63829
1480,97.5401
1481,97.538199
1481,97.652215
1481,97.551885
1482,97.535396
1482,97.656449
1482,97.556834
1483,97.523888
1483,97.652021
1483,97.555639
1484,97.507906
1484,97.643144
1484,97.549332
1485,97.49324
1485,97.631
1485,97.537355
1486,97.487002
1486,97.617741
1486,97.521365
1487,97.491589
1487,97.6067
1487,97.503024
1488,97.499716
1488,97.597959
1488,97.483837
1489,97.496951
1489,97.582327
1489,97.463912
1490,97.47337
1490,97.546644
1490,97.444398
1491,97.43446
1491,97.497265
1491,97.431094
1492,97.391552
1492,97.453857
1492,97.42115
1493,97.35001
1493,97.425354
1493,97.40461
1494,97.310919
1494,97.407909
1494,97.377969
1495,97.273908
1495,97.394023
1495,97.344039
1496,97.236493
1496,97.375728
1496,97.305916
1497,97.197829
1497,97.348195
1497,97.266632
1498,97.164224
1498,97.314963
1498,97.229428
1499,97.140506
1499,97.282195
1499,97.19348
1500,97.121111
1500,97.25001
1500,97.154398
1501,97.100843
1501,97.21979
1501,97.115913
1502,97.082704
1502,97.199085
1502,97.090502
1503,97.068686
1503,97.190751
1503,97.083524
1504,97.052188
1504,97.18801
1504,97.086641
1505,97.020713
1505,97.17914
1505,97.081572
1506,96.960886
1506,97.144458
1506,97.042675
1507,96.879487
1507,97.0642
1507,96.959828
1508,96.812243
1508,96.97444
1508,96.873104
1509,96.770789
1509,96.91427
1509,96.809737
1510,96.73592
1510,96.86871
1510,96.754103
1511,96.692933
1511,96.818395
1511,96.693525
1512,96.637887
1512,96.757148
1512,96.625218
1513,96.57838
1513,96.691169
1513,96.555999
1514,96.524764
1514,96.63178
1514,96.495406
1515,96.477496
1515,96.583111
1515,96.444878
1516,96.426143
1516,96.538944
1516,96.39616
1517,96.366971
1517,96.493182
1517,96.345041
1518,96.312616
1518,96.449453
1518,96.298495
1519,96.268946
1519,96.406884
1519,96.256771
1520,96.220483
1520,96.353102
1520,96.207521
1521,96.150616
1521,96.278396
1521,96.144379
1522,96.075558
1522,96.200167
1522,96.087375
1523,96.02813
1523,96.14902
1523,96.056914
1524,96.003384
1524,96.121515
1524,96.036945
1525,95.970402
1525,96.091145
1525,96.001423
1526,95.914888
1526,96.044111
1526,95.944365
1527,95.846187
1527,95.981792
1527,95.874563
1528,95.777814
1528,95.908813
1528,95.799723
1529,95.71188
1529,95.828719
1529,95.721188
1530,95.646693
1530,95.74874
1530,95.64157
1531,95.580464
1531,95.673711
1531,95.561974
1532,95.502766
1532,95.593152
1532,95.47211
1533,95.39415
1533,95.481729
1533,95.353289
1534,95.257928
1534,95.339721
1534,95.214905
1535,95.132588
1535,95.211324
1535,95.098017
1536,95.04018
1536,95.122353
1536,95.016004
1537,94.966969
1537,95.058166
1537,94.951141
1538,94.89162
1538,94.997075
1538,94.886625
1539,94.794301
1539,94.919363
1539,94.809251
1540,94.660668
1540,94.803004
1540,94.706325
1541,94.514641
1541,94.664486
1541,94.587537
1542,94.400312
1542,94.546119
1542,94.47615
1543,94.327686
1543,94.454642
1543,94.379164
1544,94.282616
1544,94.380469
1544,94.296345
1545,94.253883
1545,94.323587
1545,94.230341
1546,94.239674
1546,94.290583
1546,94.188476
1547,94.2396
1547,94.282854
1547,94.172927
1548,94.247573
1548,94.293504
1548,94.177082
1549,94.25868
1549,94.318281
1549,94.195694
1550,94.277393
1550,94.358648
1550,94.228543
1551,94.314257
1551,94.414077
1551,94.275458
1552,94.374191
1552,94.478933
1552,94.334918
1553,94.451862
1553,94.54843
1553,94.406673
1554,94.538431
1554,94.626063
1554,94.494618
1555,94.620754
1555,94.712795
1555,94.593045
1556,94.695189
1556,94.806588
1556,94.689832
1557,94.772947
1557,94.906463
1557,94.781791
1558,94.880166
1558,95.026351
1558,94.886977
1559,95.010143
1559,95.146135
1559,95.009013
1560,95.101549
1560,95.222197
1560,95.117256
1561,95.145141
1561,95.260364
1561,95.185648
1562,95.184199
1562,95.295813
1562,95.22727
1563,95.228382
1563,95.338348
1563,95.262925
1564,95.272301
1564,95.382364
1564,95.302262
1565,95.318147
1565,95.430948
1565,95.351547
1566,95.368153
1566,95.488453
1566,95.406539
1567,95.417907
1567,95.549423
1567,95.453671
1568,95.459989
1568,95.603542
1568,95.484167
1569,95.494254
1569,95.644605
1569,95.505064
1570,95.525781
1570,95.669826
1570,95.529712
1571,95.558205
1571,95.683617
1571,95.560357
1572,95.592264
1572,95.697209
1572,95.589757
1573,95.626813
1573,95.719131
1573,95.61616
1574,95.655959
1574,95.746255
1574,95.639443
1575,95.670631
1575,95.768909
1575,95.653937
1576,95.667068
1576,95.776055
1576,95.654606
1577,95.658668
1577,95.770229
1577,95.654293
1578,95.658185
1578,95.764048
1578,95.66351
1579,95.657736
1579,95.75703
1579,95.670206
1580,95.646718
1580,95.743558
1580,95.663369
1581,95.627054
1581,95.727334
1581,95.645295
1582,95.606711
1582,95.714139
1582,95.62208
1583,95.590431
1583,95.701381
1583,95.595824
1584,95.580695
1584,95.686866
1584,95.570924
1585,95.579124
1585,95.677627
1585,95.556889
1586,95.578647
1586,95.677002
1586,95.55411
1587,95.563671
1587,95.671583
1587,95.545577
1588,95.527991
1588,95.646842
1588,95.516168
1589,95.483244
1589,95.605598
1589,95.471033
1590,95.441699
1590,95.559513
1590,95.426023
1591,95.399816
1591,95.5129
1591,95.387035
1592,95.347359
1592,95.462464
1592,95.345883
1593,95.285551
1593,95.407622
1593,95.294592
1594,95.224907
1594,95.350186
1594,95.2334
1595,95.169484
1595,95.28806
1595,95.166741
1596,95.112927
1596,95.218528
1596,95.098819
1597,95.048744
1597,95.145112
1597,95.032725
1598,94.976124
1598,95.073413
1598,94.968534
1599,94.896832
1599,95.003379
1599,94.902615
1600,94.813861
1600,94.931258
1600,94.831543
1601,94.732493
1601,94.856146
1601,94.755998
1602,94.656313
1602,94.779291
1602,94.677464
1603,94.58139
1603,94.69889
1603,94.592914
1604,94.498953
1604,94.612457
1604,94.498354
1605,94.403205
1605,94.520864
1605,94.394301
1606,94.293914
1606,94.424318
1606,94.284032
1607,94.17497
1607,94.317783
1607,94.169668
1608,94.053896
1608,94.195984
1608,94.053649
1609,93.936359
1609,94.06097
1609,93.938467
1610,93.816828
1610,93.91557
1610,93.81848
1611,93.684552
1611,93.760469
1611,93.685161
1612,93.541226
1612,93.604003
1612,93.54341
1613,93.40086
1613,93.461325
1613,93.41047
1614,93.26861
1614,93.335846
1614,93.293612
1615,93.130302
1615,93.210014
1615,93.177313
1616,92.964556
1616,93.055954
1616,93.031474
1617,92.774844
1617,92.866536
1617,92.846455
1618,92.597743
1618,92.678157
1618,92.657695
1619,92.452363
1619,92.522733
1619,92.495672
1620,92.318571
1620,92.38837
1620,92.350084
1621,92.168288
1621,92.246399
1621,92.196353
1622,91.985868
1622,92.076785
1622,92.017489
1623,91.777959
1623,91.878392
1623,91.814985
1624,91.576144
1624,91.67508
1624,91.613103
1625,91.407336
1625,91.493996
1625,91.433631
1626,91.26703
1626,91.33726
1626,91.273814
1627,91.134099
1627,91.192373
1627,91.122181
1628,90.993209
1628,91.051162
1628,90.972445
1629,90.84508
1629,90.914498
1629,90.824565
1630,90.70317
1630,90.787442
1630,90.68378
1631,90.578863
1631,90.672531
1631,90.557683
1632,90.472108
1632,90.568204
1632,90.450178
1633,90.372648
1633,90.467779
1633,90.353954
1634,90.266468
1634,90.362844
1634,90.252221
1635,90.141487
1635,90.248211
1635,90.129031
1636,90.002574
1636,90.129644
1636,89.992597
1637,89.87857
1637,90.023899
1637,89.875112
1638,89.787346
1638,89.93653
1638,89.787398
1639,89.717016
1639,89.854791
1639,89.712571
1640,89.648567
1640,89.768213
1640,89.638029
1641,89.573139
1641,89.678834
1641,89.56191
1642,89.498246
1642,89.599319
1642,89.491995
1643,89.438454
1643,89.54149
1643,89.437644
1644,89.396046
1644,89.5014
1644,89.395029
1645,89.356099
1645,89.461398
1645,89.346354
1646,89.299622
1646,89.40151
1646,89.274354
1647,89.231911
1647,89.327305
1647,89.195504
1648,89.182224
1648,89.277776
1648,89.150243
1649,89.159835
1649,89.264809
1649,89.139694
1650,89.152057
1650,89.266216
1650,89.139347
1651,89.152517
1651,89.267884
1651,89.142273
1652,89.164839
1652,89.28058
1652,89.159273
1653,89.188418
1653,89.310416
1653,89.199891
1654,89.237162
1654,89.363384
1654,89.27551
1655,89.331042
1655,89.454579
1655,89.378477
1656,89.458332
1656,89.572766
1656,89.484947
1657,89.599045
1657,89.700206
1657,89.595104
1658,89.751478
1658,89.840904
1658,89.726242
1659,89.923974
1659,90.007573
1659,89.891316
1660,90.119053
1660,90.202373
1660,90.087189
1661,90.333072
1661,90.419599
1661,90.304645
1662,90.57122
1662,90.662992
1662,90.547801
1663,90.839663
1663,90.935952
1663,90.823763
1664,91.115457
1664,91.211429
1664,91.10714
1665,91.361709
1665,91.453448
1665,91.35589
1666,91.57134
1666,91.65965
1666,91.56147
1667,91.767143
1667,91.858051
1667,91.751896
1668,91.972925
1668,92.076644
1668,91.956456
1669,92.193143
1669,92.317956
1669,92.17916
1670,92.415112
1670,92.558575
1670,92.402711
1671,92.625928
1671,92.775194
1671,92.611522
1672,92.818544
1672,92.962318
1672,92.801447
1673,92.99096
1673,93.128125
1673,92.976722
1674,93.153118
1674,93.29065
1674,93.152906
1675,93.32595
1675,93.471686
1675,93.350439
1676,93.510168
1676,93.663256
1676,93.556708
1677,93.67977
1677,93.831705
1677,93.730411
1678,93.825594
1678,93.96868
1678,93.861389
1679,93.967353
1679,94.097628
1679,93.98147
1680,94.120178
1680,94.2382
1680,94.119638
1681,94.275158
1681,94.388239
