"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"ABV",0.202911352137853,0.552944233152164,0.244007927918744,0.0446958090290978,0.132756022643841,0.131522435549599,0.143694941982888,0.144845359748784,0.101988980494181,0.0968646127416396,0.133740668208493,0.0731807087937052,0.109831097735776,0.0998347299196538,0.0771472387466093,0.132962731765713,0.0446280099792226,0.0597854222281708,0.0458017687944847,0.0310826329256885,0.0566103803180914,0.0552293566506553,0.0702529515459319,0.0980438678121845,0.0412757579101841,0.107700238826236,0.091429937223111,0.0998484406039426,0.0780123123971982,0.0639079553598151,0.0888760333505905,0.0732679978888939,0.0377241505090477,0.0668718002700854,0.0999828464272179,0.0446622564769316,0.037516006373435,0.0734296316377083,0.036776877329538,0.0566833544641403,0.100662060945538,0.0442726515897018,0.0492583726388267,0.0376734662851648,0.0385386024418938,0.0620178767655371,0.0640902804947081,0.0323294601396816,0.0364646650666532,0.0665069954015342,0.0334324163333337,0.0474957486442318,0.0249597752250422,0.0795974186255863,0.0586957466127979,0.0389639133056838,0.0531047313010907,0.0556056042254178,0.0465453407629679,0.0624177064677151,0.0754793290674158,0.0871711542240965,0.0850712286120835,0.116895762819337,0.0637054220034455,0.156587256830276,0.0434889570137345,0.0843099309265305,0.108105454888787,0.122753718643178,0.138666222592249,0.112267128257516,0.0597763896829867,0.124681673389767,0.10093097840295,0.0984021229706205,0.100530357660689,0.19323401497758
"ABX",0.634911001764904,0.77422315266435,0.243348122104033,0.214646887494886,0.243038734441612,0.24519103140396,0.28523688342211,0.0852882843669534,0.10918552418736,0.114795155520553,0.211502543629857,0.0701873372309465,0.251857087601468,0.105509480316565,0.10959955194355,0.187782550853856,0.147151266393845,0.0618832545949763,0.126909417481246,0.174600673392184,0.125457676560664,0.0928901811424719,0.117820688242323,0.122274314830411,0.0226640636165659,0.0795340181422423,0.0884686318689893,0.177085877224716,0.149998410830091,0.0474332522758133,0.0882871672156852,0.147388600094254,0.0591268245725375,0.0942871296509887,0.101239229854294,0.0642790843510728,0.097411422330507,0.0970380247771945,0.0526035482708932,0.0549929224991388,0.0945518903341655,0.0819119748571797,0.0476970453687475,0.0273505357830132,0.104674894564635,0.0660412788721829,0.0734222228708304,0.0338326530358756,0.0494130870600131,0.0422303887426571,0.0863060710015876,0.0572093540077546,0.0412372727909081,0.0499645784372837,0.0805806313865199,0.0825510550314357,0.0449663114953988,0.0871629942148069,0.0382055696573554,0.0607667250100585,0.0996893750280388,0.0822469142642905,0.0434647404261294,0.0570808061931926,0.0415213425604221,0.0812469037598749,0.103220889278254,0.102783363704142,0.0449715251563396,0.0359541237583312,0.0518199250157957,0.0952630916313946,0.0526235613211595,0.0255769599236962,0.0929076383993077,0.0564783687727731,0.0976609870253153,0.102538839551788
"ACAS",1.33175532825662,1.93191705734053,1.68874932521801,0.883632256790806,1.50736092787526,1.05752927186505,0.603832293523645,1.1090177762173,0.598851076971761,1.23649185526942,0.489835178427459,0.426061520729824,0.546183470124143,0.757891811210903,0.27812956494604,0.325085053060012,0.452770670929207,0.407273281226955,0.938250125073689,0.307917990029067,0.464567275457305,0.833239784438731,1.44459142332278,0.805420861296581,0.349161734253848,0.619762159114744,0.718334830023872,0.401745893554516,0.751805594294775,0.269131658985603,0.776647260432148,0.665878141699345,0.547395562194681,0.333035933844732,0.0892019698385705,0.267126163441955,0.198491860879896,0.138975155606074,0.240877511006001,0.160181464023514,0.552847602579595,0.237770068698772,0.235385510695909,0.144922479464334,0.238508033128674,0.224926167798153,0.344824046285771,0.181276526430477,0.352678346797547,0.296057564317502,0.214380065187385,0.443138599770813,0.0827056811896583,0.146827145620895,0.279618252713042,0.155201837909632,0.147622447856207,0.33908116293757,0.2010770816376,0.25162312027426,0.68026853058739,0.427843068004952,0.607917549459064,0.493620278387357,0.841437424383585,0.742659384847033,0.297098474064937,0.43196120943079,0.796747013562494,0.356865234122625,1.27888761409483,0.443685642593917,0.372954095164006,0.308126691639936,0.603576615829584,0.725850157870638,0.464424319919422,0.351517201777366
"ACC",0.67498124863855,0.248979083481474,0.23227309162257,0.234498766807233,0.317769084815984,0.267104842538294,0.384443154774178,0.209708493420883,0.139393109763,0.195484215264197,0.333047785784816,0.125964952881002,0.170986927183886,0.278067196486053,0.087462686324436,0.0581699463070996,0.122427345497454,0.111632554381357,0.0535021896607716,0.0969393027344008,0.211721147527062,0.0296233532587804,0.123259732307437,0.192364182385614,0.0374785566829001,0.0636111773625507,0.145698121973873,0.106431199511008,0.152002637814955,0.114949386503947,0.156364828681324,0.152235330068061,0.162003228400033,0.0360019639879663,0.0827844538728325,0.0672576312227387,0.0850494061312092,0.182682539006988,0.0581666941031341,0.142658713809957,0.115154247515784,0.0852538084596973,0.0938770338408443,0.0744192270343545,0.109887842935375,0.0923353103514616,0.0396741791845101,0.0423492362603427,0.100127870314326,0.141667856268485,0.0411897676498437,0.168307298025365,0.0822322681166963,0.0727732296385533,0.0568561901385894,0.129730076146953,0.106366302129207,0.0806782028413975,0.133969248544938,0.0928301874425465,0.0979030104013312,0.0739981689992485,0.143149231405605,0.136237546753065,0.114701579620648,0.165314251168049,0.0820486790871746,0.159852903248171,0.136388396148727,0.188253540136935,0.180500595683571,0.232024826670395,0.159423605284321,0.202261691219237,0.114996984734801,0.192183238544072,0.206952890543588,0.250965303847049
"ACE",0.367389822973251,0.26645432764447,0.251636314119768,0.0903919412843533,0.143215978176611,0.079894402651434,0.149075581380362,0.0554046734594204,0.0492712001374427,0.0322108746588622,0.0567743871405733,0.090141212367036,0.0534564349964246,0.0569855441382762,0.04024304631206,0.0296507206061862,0.0251969657663815,0.0264829413469335,0.0786253070312585,0.0316305532407212,0.0613271387993604,0.0768293481623162,0.0219068576166788,0.059660347918794,0.027811274685366,0.0177463890807101,0.0444173687884325,0.055544730971385,0.0633864954578574,0.0310286153364652,0.0158879347335849,0.0298123725119185,0.0210586386468735,0.0152408837228483,0.0310681641930394,0.0285193794732976,0.0252481112462067,0.0172030008469085,0.0351767805664231,0.0140108712932709,0.0460631264203008,0.0336601430375835,0.0170814336381664,0.0150469559568502,0.0193859946396369,0.0263178850002695,0.0259927689259318,0.0136716708292787,0.0209827611725327,0.0148538139308802,0.0107746563325421,0.0210262299490504,0.0271780849500567,0.027477649739039,0.0301321085524092,0.024898059863989,0.019807081409592,0.0197755393492562,0.021182588532933,0.0175887759382838,0.0301890783436561,0.0272896317264886,0.0445230541724141,0.030595030607832,0.0437061868297176,0.0350354728810396,0.024459291504679,0.0446219241776103,0.056431047018358,0.044108105082123,0.0470913902799007,0.0987794767205347,0.06066503274578,0.110738239874878,0.062321662107794,0.0653150592565436,0.137969756505591,0.112345508720525
"ACGL",0.309654868797442,0.112601730023104,0.10113925768948,0.0224232566479499,0.103865468323408,0.0408383787912797,0.0726394821237109,0.0285066303294758,0.0335759594800849,0.0114910272060244,0.0553682414744294,0.0341036256384117,0.012521125459878,0.025718485158775,0.0229971729036683,0.0169863651506262,0.0203023248513048,0.0118013685558317,0.0141856447227131,0.0248675188322326,0.0212378277872338,0.0160459899514878,0.0176042409333094,0.0323036673517781,0.0239694099566059,0.022056161735715,0.0234620266039724,0.0113407581720691,0.0202620903262221,0.0112273193998399,0.0191068021501497,0.0268643188780869,0.0192220454703202,0.0120869313552674,0.0112832679606373,0.0105642978288845,0.00584025618942704,0.00673740792536948,0.00992782219588533,0.0115294568289271,0.0182239587318165,0.0203873987013838,0.00751092973752692,0.0107263482980499,0.00830508665364086,0.012125621162145,0.00796118358613376,0.0205957365496974,0.0161860392019063,0.0142772854514039,0.00806936913539525,0.0136179555980865,0.00965504070504789,0.0238334777447079,0.0134311761783719,0.02413016430437,0.0119039759302894,0.0110987261065108,0.0175610952014479,0.0108720709609853,0.0104836958991343,0.0271872108000586,0.0155186451264812,0.0339464261403098,0.00900712054657431,0.0264591350826401,0.0396097029660222,0.0290275445117043,0.0220237387613785,0.0326589251148738,0.0600762591946962,0.0132716885935138,0.00987750926331703,0.0645446445150298,0.0651403469506145,0.0603324305564446,0.125061962169073,0.10332147359893
"ACH",0.449506002356731,1.06527252327076,0.591669937630726,0.359337520819319,0.161892766330429,0.305389513826728,0.337303959056655,0.175518297740848,0.148695604830208,0.185384510142378,0.187916123099328,0.183859882756213,0.260580221714421,0.22602046753834,0.111973404892948,0.0593453205410363,0.182954053309559,0.08980868244847,0.129150619824287,0.0528356243840801,0.0918954012816069,0.099824191377359,0.180654958173719,0.199556425398784,0.0585009177220335,0.104714894332943,0.274538420871734,0.120459183287892,0.103003696560943,0.178760332809401,0.190599943791733,0.0936093622420925,0.0450693668018755,0.0525822240881678,0.118185786501424,0.133824021311236,0.0669955621895308,0.13610948938173,0.100113409866323,0.15279466073002,0.111601190534154,0.100531246462266,0.0703115742844845,0.05838883202988,0.0790850359560825,0.0648031080592499,0.162652677093689,0.0529608758517425,0.148149561195151,0.100608575483514,0.0754148389473345,0.117581694173046,0.0728331265506415,0.0748174602261266,0.166562071271771,0.0992919943236524,0.108891674479647,0.0782247677866988,0.132014802156685,0.116819451985364,0.146517420387013,0.107479858007392,0.100282507769361,0.255072397033606,0.100861829305492,0.228812273521377,0.0871955204717844,0.187256482303128,0.190979995017155,0.135138719692083,0.164304428284821,0.368724679283081,0.152628114429973,0.236712902928486,0.145455139091375,0.139761093776162,0.146386202481425,0.160700692905283
"ACI",1.87655519182968,1.17142571253841,1.3532586952424,0.538499028395778,0.662255357123835,0.253900416385625,0.736798597392168,0.337977680235754,0.316588352866468,0.282698271413399,0.457659129317332,0.382304454542337,0.326647811493137,0.312953628443821,0.373730222539759,0.219485665297434,0.270216501446225,0.249994064384716,0.171539996838458,0.165134314768321,0.101396321164453,0.38260831700877,0.377859897488344,0.28406844124118,0.229452628253062,0.220896289979849,0.40870003934652,0.211095265325494,0.1974629907399,0.167815989959091,0.322219666141249,0.204816770700119,0.233548729944619,0.0946150708690505,0.232524063592497,0.182277114950365,0.145534967352421,0.0932525948251068,0.155337744693185,0.19375780068951,0.304824683973584,0.242596586288912,0.131378932410996,0.142335881604689,0.123449147484996,0.204984859554205,0.220610311443005,0.163727503537118,0.0795571206204261,0.179645618042894,0.151980640018603,0.204612876534848,0.0776023215912517,0.127424250852342,0.102685390599518,0.222568535799442,0.175986250767229,0.112111429459981,0.154235362367968,0.161931148882348,0.191204637832258,0.187412007930606,0.183516916291569,0.180850424856638,0.320393987195542,0.140182719116449,0.215717392272035,0.204244548907773,0.232273226901493,0.21354378052816,0.280633889883894,0.319244337586595,0.162877592573977,0.200651246615539,0.231652789297598,0.173520905379993,0.15641463965845,0.162590101179083
"ACM",0.58194343008889,0.50319256112214,0.294282665337545,0.295921594475344,0.165065629949945,0.196094217852737,0.305880483990546,0.137136761000605,0.169845605939624,0.332556636343597,0.1382897991656,0.158184175134561,0.135492236957856,0.0658130122386107,0.0388102301932354,0.0672265909483572,0.109595704310973,0.0676740294764796,0.0527627673347745,0.0569969567275034,0.0661836286974444,0.0567454383610114,0.157351046138323,0.073344318277745,0.0364600123341972,0.0801723276304497,0.122576846974518,0.0363675680136566,0.0883350648827558,0.0327985328663279,0.10657154499599,0.05017105891212,0.0776835225600109,0.0618951886823048,0.0368654298997648,0.0443282602921945,0.0396500127190915,0.0589918815275668,0.0322247176173759,0.0664832415371226,0.0546043418330256,0.0597658146490132,0.0367074172025008,0.0396933119172027,0.041140191262531,0.0697555900633817,0.0564617672228585,0.0291163096468173,0.0766664950753878,0.0327316980267607,0.0505484501817229,0.0492929417616926,0.0181937261403968,0.0256890994099755,0.0472840512849186,0.0678292618261991,0.0870070300344035,0.0331128670201842,0.061342028989297,0.0520874478328304,0.0464234163847249,0.0910066635719011,0.0536487828531077,0.0555969770910435,0.0506747625286473,0.128768470846885,0.0647430433086218,0.0692699458565959,0.115062746399238,0.0688953965782513,0.100393003937089,0.148359306982929,0.0863632743195953,0.0612434615189044,0.145476780358595,0.122077917838522,0.0952558785613523,0.129800002991141
"ACN",0.426020130917135,0.363675837174589,0.141260640005528,0.0795733234555424,0.185372618473689,0.1826349841542,0.0696359742007127,0.184999360122163,0.0390643739790135,0.127172350365256,0.119150542539728,0.0879252634335421,0.0486104095995297,0.052761564322995,0.0599487117231696,0.0546584275141894,0.0464325781374132,0.0252617385391929,0.0210525532292068,0.0373552387357305,0.0182651752971368,0.0256203037467815,0.0414408916547726,0.0336610604352512,0.0231291114360455,0.0409710500686224,0.0666426194662226,0.0258866897835428,0.0364582866861516,0.0325132245400298,0.12384438794236,0.0221074159085686,0.0307113772286907,0.0334049772746678,0.0548344478264301,0.0295068049976673,0.0475317940165376,0.0267085186653497,0.0333460532049441,0.0267252696760573,0.0390450156098381,0.0199230965714495,0.0183351909460375,0.0398811470127208,0.0269216594418917,0.0205072671643235,0.0303215131938346,0.0207939320140905,0.0438969153678283,0.026884125385021,0.0145111625757641,0.0317579467708975,0.0201016055739843,0.0281020684670267,0.02274732475167,0.0276446711995906,0.0484315806653045,0.0124886571841811,0.0420421626830274,0.0169021152695513,0.0278199559247658,0.0269651792268696,0.0209233232163364,0.0774497101444999,0.0237858728589936,0.0235796916012726,0.0270905230344821,0.060034790952133,0.0253899076126045,0.0534175164205411,0.0718412276707351,0.0547687655824888,0.0409799963439074,0.0444718806451415,0.0597713028833319,0.0496416365639727,0.111904327415016,0.0661132222550405
