"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"CNO",1.22076872471946,1.24291176917466,0.635759566525755,0.700825216877565,0.832955945899253,0.701339560079242,1.17451770332871,0.480848182118571,0.509116258511285,0.598287245636839,0.309258977140331,0.373141102432596,0.45793821522752,0.463584338941615,0.45945466254513,0.394162799567182,0.353021220554638,0.411725628144496,0.317206168867525,0.384665724280464,0.473746293296969,0.32541490760998,0.290077835370709,0.265021166705176,0.217741652307115,0.26932319881922,0.342505920502156,0.221667636738636,0.221839498086964,0.187660310272682,0.276123212194271,0.283875562957425,0.172941163767589,0.241273582825699,0.160008061757741,0.206621979473738,0.229387829645209,0.259725280852871,0.146325248307233,0.224890966432956,0.229199653209549,0.254320571873766,0.262731337406629,0.1948845219681,0.239052699299421,0.243383246874947,0.213600643928613,0.134667342167891,0.174778482990534,0.314405572091431,0.39698737629517,0.190644608076325,0.150040034768878,0.214463945678294,0.188627611956642,0.237754658867383,0.364781767892495,0.186661678323714,0.307429746478189,0.221757912058467,0.29744287682722,0.225349127218687,0.262271446308576,0.270914363544657,0.177413816517253,0.277819670282467,0.307892532577135,0.220340583237207,0.508155457948592,0.231034689033396,0.459194266140872,0.507175074011457,0.441864092619831,0.321995618625177,0.350135649989252,0.511000693059909,0.50594409764936,0.589132348354242
"CNP",0.471944432636233,0.198264021518585,0.221282888891588,0.181476324725979,0.185468171952552,0.11604364331542,0.331599755225347,0.0922890329000836,0.113074266165261,0.135426837168857,0.153586384588852,0.108571682396467,0.110124153584559,0.0680124859501182,0.0417929385895601,0.11607206431472,0.0880297369352188,0.0789294524369844,0.0971756674009431,0.0777763028522419,0.0553480024776419,0.0575741848970204,0.101478526013609,0.0586202336494577,0.0551901844165936,0.054999782186227,0.0604533581097262,0.06000482248907,0.037662006552621,0.0339203877441707,0.0723630213479833,0.0381678468347032,0.0305442838386906,0.0398162803663292,0.0269770404368088,0.0527873915388035,0.0511370685734975,0.0346981885666258,0.0362661985722417,0.0479036010389897,0.0209479591289592,0.0521373778632617,0.0275631558975322,0.0480233606382339,0.0429651171842418,0.0251751741282252,0.0272350939447911,0.0201737181562797,0.0374849893522217,0.0418733326711178,0.0319838843554526,0.0486375268952388,0.045066303943039,0.047063399245617,0.052359944598368,0.0591870135521595,0.043013491955883,0.0623802191496359,0.0764128425160446,0.0262952833519962,0.0539129310933499,0.0580204435892466,0.0398409029233532,0.0517714817069576,0.0284703793116905,0.0398796169071154,0.0526338131671592,0.0549764084368893,0.0488427877092087,0.0451599246606195,0.0690492171221765,0.0617300307380895,0.096488927140034,0.0823850399581866,0.141360908241701,0.141654872968752,0.0991511723598937,0.120196580899323
"CNQR",1.24045899350325,0.806655587288768,0.735486218204237,0.378447479555491,0.422464889852203,0.306286449337563,0.488870214685625,0.316754307052991,0.271455826410257,0.465684059200687,0.261453503992381,0.266695046247121,0.374119044126313,0.142639701020738,0.316036087912695,0.157362520457239,0.168608092695201,0.25965486812471,0.213325166484581,0.16720362754243,0.141109282083066,0.199623430827616,0.104793304489109,0.153755643624609,0.147441509567372,0.156211551874518,0.152262767931389,0.200245589519598,0.108159206670053,0.130226081842607,0.0833920001414123,0.141883928972444,0.164445096442686,0.0951677007316484,0.0985074491686993,0.127140004280737,0.171813324393373,0.0632429651113219,0.114615197806939,0.125772894979238,0.0949035033842445,0.15130548938667,0.129630832415892,0.112205160343124,0.110279628509944,0.0959484915849866,0.0898668254439361,0.0755152384709352,0.106271952088249,0.128655694917202,0.158893022646743,0.120280844694857,0.098314371929717,0.136920314160993,0.18778454868425,0.134510483845714,0.141337677062977,0.101438125620418,0.15254679173683,0.120762558796683,0.221381685139239,0.173700889630755,0.129417546997883,0.144319273001661,0.143251824986355,0.105052623242434,0.147024216624776,0.215226085301433,0.161835540724422,0.147495062763344,0.240845553666897,0.284385618951448,0.17477095629022,0.182795584698949,0.228423507466124,0.278016239197724,0.29192323685253,0.315618342012843
"CNS",1.03633106207695,0.828882181080157,0.716775850491231,0.710353748471553,0.478490855979749,0.357929091477916,0.626370867421177,0.295602728090911,0.445778802192311,0.784041059135618,0.321944653210148,0.238007808368604,0.345260294897616,0.213342665955832,0.248788903788568,0.27400998182783,0.355327222304598,0.144825924821606,0.238609980276612,0.159633401063694,0.23663832656717,0.241269337583786,0.250842640063025,0.233405326573983,0.119828900729305,0.149778182534156,0.268115408344828,0.201259914986752,0.157852314904713,0.169540330811637,0.248806339736405,0.148157228242364,0.187123730392713,0.229210979790279,0.136776764630663,0.183217034612007,0.185732486012759,0.111585094154588,0.137944398517847,0.192489850625118,0.183292243646621,0.205384652033991,0.139393259041251,0.287528305459032,0.114866648624629,0.156241628534536,0.11821157892276,0.156618470879157,0.137410566126251,0.202210606526318,0.220260294352273,0.187522711280007,0.263192922378318,0.222465697604144,0.161801535370103,0.272191370068379,0.169403896377385,0.241944519631684,0.259422240428523,0.207973930460134,0.179507807392379,0.192686994834133,0.231403512425721,0.260749594049102,0.202258992784345,0.139720100048811,0.157167457744247,0.28113280309099,0.179307413116971,0.211579951893713,0.318423531598858,0.269244739647678,0.213906699624295,0.237176507968052,0.496503657824958,0.438957085869478,0.387060537824164,0.35523653808092
"CNW",1.08115593626685,0.565711420466104,1.10917199689915,0.588652923782707,0.578931515878153,0.487279754495425,0.68403790700224,0.416009452822998,0.415379455158541,0.599676385395523,0.333738100887184,0.366848873198011,0.435557595100056,0.219132753014036,0.339951973329448,0.360155358999227,0.199260497707563,0.213369002546782,0.302441830121618,0.315191787974018,0.199553400507267,0.219063718970098,0.219539398286582,0.171503836521743,0.19703449364731,0.195391782336107,0.240473111233093,0.266451736441731,0.177137207336265,0.105435657958712,0.21048084404487,0.155383371092976,0.117622037390384,0.19129950123677,0.115881326218403,0.175256070710122,0.144267884732725,0.148978130950334,0.111056630441961,0.269329418951586,0.153019907773907,0.148531012632517,0.105754771731349,0.18631207853831,0.158548024077529,0.08605483649923,0.145800777573639,0.10096544011529,0.121892300760649,0.140575101888803,0.0992794444558388,0.203612592367207,0.126602843622084,0.133361537671418,0.127957562659743,0.11070954296041,0.152398404710964,0.127613699029775,0.0933522006755536,0.121496276855252,0.224304773999852,0.151332960216317,0.180962318789134,0.199769163290293,0.180237907803969,0.13892598517627,0.118766618509566,0.207280843014816,0.153819247785866,0.230144633247959,0.274691390942707,0.191434503408572,0.24787443099506,0.191350416284552,0.194817721169398,0.251148205335428,0.249589256661792,0.149806528069827
"CNX",1.65779302935169,1.66932396402776,0.807895427550777,0.818088644539202,0.565435815637426,0.283838946152656,0.94221289883806,0.395690986672577,0.439294942653162,0.709660257532929,0.444932310268828,0.451597158754729,0.312408470712777,0.289634271765347,0.375988260779119,0.345106008744102,0.350603219772594,0.380841903331906,0.361590764027349,0.235898477510338,0.263723606972832,0.313238581645785,0.187626662428645,0.173269990025996,0.243898855548458,0.318726086003432,0.304348680711887,0.301110917847909,0.160981295381539,0.20810237104727,0.184605508407927,0.217167577417032,0.222196076500483,0.177194569781559,0.197020242327311,0.214565322459523,0.267940771293166,0.138957404000614,0.136323879658609,0.180761581444338,0.112086822583452,0.113528264440169,0.122990743253036,0.185250966870916,0.127833189494052,0.110761048436231,0.154747845446952,0.105732246111678,0.113141432165396,0.241534495016117,0.109488377775825,0.185048048161202,0.162042423855427,0.105131096726027,0.165061024038353,0.152620833333816,0.196281869906058,0.109313126566018,0.198788652255401,0.110825766173695,0.329973451395924,0.157463249222595,0.147591883015828,0.16484728986329,0.10988858711197,0.180757534802453,0.190121334081794,0.215037356817718,0.124171816482918,0.172402246684663,0.234804787437257,0.285943357336237,0.283300695018342,0.216439423895264,0.389605187240146,0.31620231485369,0.216404841434435,0.148506759946293
"COCO",7.61614176569284,3.53396068035513,2.6227241948232,2.66964841191547,1.70293487935801,1.65841533087569,1.97469078357697,1.76413253200074,1.39072200944706,2.37310113985132,1.10681207672496,0.895574923573682,1.75463937059459,0.85553023483103,0.996337424128049,0.778522833222808,1.25065867590785,0.715511149886657,1.05901193230241,0.877575783789641,0.58287379447471,0.533481733299479,0.453594201544675,0.546706465827893,0.68277427476931,0.378222407200712,0.404326237281017,0.517302926183318,0.643686406532044,0.602605996596476,0.610810141614882,0.350326913280192,0.364102930546986,0.263517144891822,0.575003475410427,0.734012823387357,0.929995967546566,0.675678587629332,0.595033993301673,0.333199253268917,0.415031277194166,0.379662138488784,0.451229733739816,0.427124146912944,0.734466224444291,0.487721616774487,0.471463945651857,0.439484295849593,0.647185645235034,0.308661326180782,0.810411161924487,0.518705327696061,0.368960346461048,0.35964006021779,0.357375962428012,0.632896143668612,0.589649036291026,0.623429156075031,0.357102564722437,0.526655825399675,0.426165406861386,0.699133618988654,0.634926517900867,0.588205774267613,0.58122942017856,0.729825488395907,0.593634259435211,0.784307902474898,0.253067118366154,0.429691024111138,0.321310752325999,0.624288474397478,0.740204974203707,0.396494464668614,0.911993874246258,0.424648181405714,0.938782581311428,1.01071629495036
"COF",1.69560138871117,0.796330218310963,0.590996451402347,0.505359795638376,0.618402799501213,0.40112710370819,0.409538540036386,0.318987008827232,0.314460163446647,0.303527381260639,0.231470400730107,0.247675004442984,0.273096946651401,0.23272445296323,0.181495209896872,0.292113996660352,0.231197575380233,0.182580318056391,0.184741631841457,0.155100114241963,0.219576130897879,0.164528676787127,0.130405232611618,0.130362814069301,0.129962239566437,0.201420823491142,0.108075238499741,0.16224148894278,0.114655958252861,0.130534239713101,0.15473130332553,0.137084103957721,0.074249737720464,0.0927507451647407,0.0574479717277665,0.104241083151067,0.0999363736807826,0.112923261610677,0.0767267099793959,0.0670399140539435,0.0753636097414447,0.136826582655545,0.0964154264595372,0.0916098972380528,0.0903487692770507,0.0456094771238377,0.0709863360746227,0.0817058575810183,0.0988958007293492,0.0953561034711355,0.109492750069276,0.114169590046193,0.110087859768875,0.078652688299696,0.144553535225622,0.15182234236551,0.12815231364759,0.103873743565077,0.17348920891873,0.109400312823589,0.0864606299296235,0.0947875021167671,0.152947225979077,0.127427813212671,0.119783580294821,0.103382257533951,0.132718230095858,0.15863627664042,0.109971050615226,0.157345255924951,0.214319752579139,0.133017561274021,0.19746282923109,0.246437009808367,0.302813464234408,0.388073758292656,0.28103102451622,0.326593164117863
"COG",1.57093725790032,1.0947179743921,0.890807068755646,0.800682722034619,0.717919852208561,0.337534741716544,1.02934588382927,0.506687942735402,0.583768651166935,0.728566869170375,0.365133824531456,0.294020162150109,0.421276545502114,0.340179489496647,0.432700974337453,0.348875170488976,0.283596080989407,0.316603764717943,0.512038609006027,0.357926919627282,0.28506247948062,0.315625388180803,0.160565568037185,0.186393960409366,0.184902656862253,0.404379682022687,0.312138338766811,0.38840505458476,0.215732339895657,0.162703582665674,0.171784689519684,0.171240631259512,0.210742542986599,0.182115267835546,0.170441147080383,0.193453417234877,0.225395819521534,0.233551247482424,0.122337379079542,0.205537617443766,0.140720935288833,0.193672389871082,0.22131326106561,0.117775703208582,0.146557681871872,0.0997449573319907,0.183801665321248,0.182795535105373,0.204042487512902,0.235658235900447,0.24714544620568,0.230286131363739,0.215681958421257,0.114378965430602,0.145859933729966,0.192864258414441,0.231553848421411,0.168956098006751,0.290759883766289,0.178921938872365,0.285733548980143,0.213037590637512,0.176904647602763,0.224018958670304,0.240692033638054,0.157634896044504,0.21025331327921,0.254861499063889,0.164233997408041,0.228046476188611,0.285157617638253,0.323309715993929,0.223310110481734,0.239456201815833,0.324157125792008,0.36949151733177,0.311182861752296,0.209253061342625
"COH",1.94676849533677,1.61667353983464,0.720023494110616,0.627681204882799,0.497625403282143,0.372653413770695,0.681934663046985,0.755989877782185,0.477285600283396,0.651735467720641,0.318324473005517,0.317790229644738,0.31272992807681,0.235875049424215,0.33431176069727,0.262826428726906,0.163508514618323,0.250110395594199,0.205323727587978,0.249882328741415,0.223641269176862,0.238050951961407,0.24028995679569,0.100553433342856,0.205492706344629,0.20575783611362,0.201967838148248,0.153666705935633,0.157326767322636,0.1553618584163,0.22647758170063,0.121263638962323,0.111556122486706,0.129587602625544,0.0834083338789769,0.131714755341242,0.112301069476983,0.109265150998933,0.122694008669034,0.164550092139506,0.105450565183036,0.107493986907957,0.157125179932375,0.0810536066079423,0.183266802194422,0.136673089115433,0.0762794748423011,0.068970735010125,0.101628444560704,0.140033055103707,0.0954150906001758,0.145898627603871,0.135291400059747,0.0913632061071976,0.12060139428804,0.168293883175263,0.085076052592488,0.147412330800102,0.212347906998901,0.106206330346571,0.127354405372578,0.187976219889243,0.119056241388588,0.145520139201553,0.139921030770573,0.129779026757388,0.171906213100775,0.166290861921521,0.146643306430018,0.114803364424352,0.236914882906222,0.212029462965603,0.208703322020876,0.191644314566848,0.151600519769447,0.31155491926784,0.164363409682054,0.124283175547165
"COL",0.470463958346282,0.287940576505664,0.181410064209891,0.209161635943061,0.221521601161137,0.196666073902357,0.340592665126493,0.181962838483956,0.198771653309672,0.165512740538314,0.098029955670091,0.136198887117461,0.134847769910561,0.113045559730544,0.0819233506181522,0.121704038437666,0.128342212731701,0.10806937604275,0.126828238106426,0.150770652522946,0.0769503014684649,0.0927981350862841,0.0965747415571015,0.0668843855446262,0.0491752427179454,0.0862777123598614,0.0698752752736578,0.0721283485848976,0.0693628163357224,0.0511349576732672,0.101027871853896,0.0418679807995349,0.0405814404365523,0.04732699057316,0.042625657706929,0.0525062024614154,0.0569199531371928,0.0542181002364127,0.0417500324201036,0.061018609739014,0.0697051378450992,0.0774132769114028,0.0571251035628721,0.0554427257725477,0.0469595626959912,0.0543663525447763,0.0413493113227875,0.042538588713953,0.0361030135856737,0.0424533445748368,0.06956500589693,0.0624577217684476,0.068542686143914,0.0380067849372326,0.0548961073031198,0.0626730618319206,0.0644598356130877,0.0478498587251083,0.0533272187161258,0.0625267633437324,0.0676434185677827,0.041427209812019,0.0532465941767622,0.0743389070128831,0.0666369237249325,0.0661289821284521,0.0703552170536033,0.108301671366785,0.071418281569501,0.0568141795396249,0.0732229220222382,0.0947580617492105,0.0880965578371069,0.0640248663148138,0.172535795682397,0.137108201872133,0.126052664548542,0.0898918971019207
"COLB",3.13275407808829,1.48036958417006,0.472891529773107,0.522474293909525,0.66759480882939,0.480378218436329,0.756815999126629,0.321873219549304,0.352910495012472,0.533927180066764,0.189700858544716,0.283299537621893,0.388762407778484,0.315827850641819,0.283124931690698,0.185992994652833,0.338813255617383,0.161749986836816,0.171912892414899,0.237934913597894,0.281971132642594,0.262239804651693,0.196118088690744,0.202740813545468,0.129620344952942,0.216595334441902,0.22978764966811,0.165140899424086,0.122306407814252,0.167541594231916,0.146559906677831,0.141608555229654,0.147418726925383,0.138293444480314,0.105302774435887,0.172231384881516,0.194822286115324,0.139254474028013,0.109313034023879,0.202961332064874,0.191041498243398,0.153048206482327,0.217702775856055,0.174016936037119,0.175398304422351,0.163370947582836,0.111790088798784,0.134192844966966,0.18817684780163,0.228030169132239,0.192932695141329,0.171243471462485,0.151653264255791,0.198527426902399,0.232452747946014,0.195706784545694,0.18575330536918,0.157324165633347,0.135385595519995,0.175529351251643,0.193826542666891,0.203526520421569,0.204100208688695,0.151716437788267,0.169400703052817,0.175382416236355,0.276640923255511,0.298912829545042,0.214481854719722,0.258028991977847,0.440317842773594,0.270593426239142,0.282097431750994,0.373841386348221,0.258317537107169,0.384155648809092,0.407019776263695,1.03167572368716
"COO",0.576279575811939,0.477445725877925,0.232318848419439,0.482201319972229,0.513747570879763,0.224817988821879,0.394258200378479,0.175437291167646,0.126871122147654,0.200848187609049,0.222285292038174,0.172886623813722,0.166326043052997,0.0999978033519985,0.112499246526915,0.119568302261122,0.115428613349011,0.109880748390857,0.099440493872692,0.092851839371015,0.0808743850768157,0.0863244456057383,0.0654714761709923,0.0918065240400626,0.0732704720906423,0.107083856960142,0.0772385269916723,0.0755418566113731,0.0270619283363424,0.0828795777321152,0.0929245870237466,0.0452022085788766,0.0351738641761656,0.0574157407575026,0.042122232455727,0.0596906396267477,0.0658926918076685,0.0381387380400031,0.0515681747566203,0.0875537597810559,0.0540407684214225,0.0550975087852288,0.0525283258547426,0.0505978369025798,0.0605522425316927,0.0689448012777537,0.0337038169338076,0.0583651861524108,0.0589511139867057,0.0634234184128854,0.0799989811551577,0.0643503999507218,0.0646736125607845,0.0644945071830379,0.0406925544189062,0.0903878575885998,0.061280499418279,0.0622334327407378,0.070743995936465,0.0425405005291272,0.0866220388499433,0.0639304043561209,0.0583142403769047,0.0574285230826357,0.0802497779842173,0.0674014070049158,0.0944784022679679,0.100206846036113,0.093863416167515,0.0495196197782713,0.095110106065251,0.104666988096538,0.12137271911309,0.08811323883228,0.0973152707984636,0.210510985935111,0.152668573173839,0.177500170048221
"COP",0.540722706586873,0.367921574402675,0.335957982654455,0.226765111429622,0.21768229755089,0.147951147370252,0.278375759385949,0.134680628265701,0.188572349782555,0.177337092443273,0.129177272637646,0.112590860181237,0.100829183860072,0.108032175133622,0.113907778205362,0.119716529772327,0.126633777883705,0.0925821632506609,0.0660157240631291,0.131293949407999,0.10854430000695,0.0849128689326797,0.0680401968349053,0.0413331656767371,0.0607963285767557,0.0939777193496361,0.107924564811868,0.0933293466548948,0.0787966408846552,0.0523948363538637,0.0861455084577906,0.0618192800046805,0.0651910606035616,0.0483242435717732,0.0420934733803491,0.0786921911148674,0.0668898512135216,0.0380240528793475,0.0574814045291187,0.0491115806502577,0.0541994454624604,0.0632254966149124,0.0566525976439023,0.0516607292969873,0.0459826990139512,0.036102156538456,0.045827300706918,0.0467374474904595,0.0661302754853623,0.0657794761420566,0.0714107941927386,0.11698555308876,0.0550047097463476,0.03497222567211,0.0825863864584569,0.0722190860954505,0.0820601179065782,0.0713914041674622,0.120421880259157,0.0414976187085037,0.0992337156330852,0.0892255458067316,0.0720693124085131,0.0729868186901081,0.0768476718634559,0.0853810569941497,0.0684580713497416,0.0908814644877337,0.0747942597476827,0.074809054521651,0.112223343052879,0.116944457960037,0.159248454945868,0.125729295055615,0.204638347828953,0.153223792756473,0.186642854585093,0.162072070574174
"COST",0.564507783198071,0.300343800019749,0.126105287802134,0.13984934960082,0.155505191341238,0.156258579003274,0.252796446263936,0.155384485632617,0.0709008723281226,0.138051931022371,0.0747181478992709,0.0927188758904704,0.0920277378441759,0.0665245612384702,0.0636743944818519,0.0826129600941987,0.0696176643875128,0.0548976961870758,0.101199681886717,0.0589282690602847,0.0605764842082479,0.0688645605281071,0.0795255538677897,0.0450975363966056,0.0527637126047453,0.0527903977677394,0.048926972440621,0.0531872100541141,0.0528986374349274,0.0377422759271231,0.0471125818423493,0.0463369567557425,0.0253114570400294,0.0329797865449817,0.0307422261690604,0.0412235211185406,0.0337579886049859,0.0289938236702333,0.0386219645972632,0.0561874442821965,0.0297274663354541,0.0327407181371865,0.0332783189077713,0.033996327195518,0.0235504834533393,0.0306229822343785,0.0258654782906188,0.0163013648216329,0.037555273087844,0.0346290289310151,0.0375629820871539,0.0339378495012657,0.0452737375165561,0.0435140204490474,0.0397116127638947,0.0540367946616624,0.0208532396407522,0.0352474717980711,0.0663614287398433,0.0447746193935731,0.0436637629543778,0.0471708610909018,0.0424024203742372,0.0414883761339713,0.0379293163441294,0.0522577310222313,0.0797776108889367,0.0459672534040593,0.0528279669732874,0.0434206517427737,0.0578252642940979,0.069768172340656,0.064243082979556,0.0665506106427472,0.0872651754456502,0.0946959552494144,0.0786597860235353,0.114460103883555
"COV",0.478208400834953,0.361379566452522,0.257580460787727,0.237985473278495,0.301201748195266,0.219195656772819,0.408062220288562,0.224162454104382,0.16139729780239,0.245010060029884,0.139077322216649,0.194641574093042,0.167584345031045,0.146009477188268,0.172688501864118,0.207633571856081,0.104188651761392,0.135233349188676,0.139083334556212,0.0757805748886277,0.0875204449933674,0.111449021308223,0.0752411358591902,0.0990938589724034,0.107491418738391,0.0850207412013939,0.0983106849217149,0.0684465166858464,0.0559925310132854,0.0839714009284125,0.104649179791008,0.0743988965359852,0.0456671530663278,0.0585406430899383,0.0671774254752504,0.0557216432741459,0.0598652362118731,0.0427098747763697,0.0348300736796098,0.0580819076451346,0.0539294448528143,0.0529242200306258,0.0620645635478696,0.0476819943545155,0.0959209544277735,0.0365392442775061,0.0313335537268762,0.0348942071718355,0.0524792529224502,0.0380388900373856,0.0554873256232068,0.0514805426833778,0.0392776460129959,0.040776834738981,0.0873689998992184,0.0873982896142803,0.0556997907812531,0.0696069787979103,0.0585949298901683,0.0570712298711288,0.0644890962879746,0.0730677141053573,0.0589686440511755,0.0662601458125394,0.0562853136416744,0.0660429370314805,0.0853046355235491,0.112741933595643,0.087869855181501,0.0663270780168847,0.0863195523004443,0.11645156997388,0.0912774789374683,0.0705191448123645,0.175014984551585,0.148565571702554,0.144422209012701,0.122139643847541
"CP",0.526750994508775,0.361501980425664,0.250617704662334,0.271925963985701,0.312462969246795,0.253893717218847,0.317175864204078,0.204024995484524,0.136964169043562,0.200693993920108,0.162382029198887,0.0837475206130446,0.0962267686531614,0.0674390442683404,0.126615850613072,0.0976860413669296,0.13076258765852,0.123477735274132,0.10831077243826,0.132515198667484,0.081993477463498,0.103792737116326,0.0912089831783358,0.0581128383581967,0.0664119003392499,0.0772449778372249,0.101281502999273,0.0787703804695378,0.0508726350209465,0.0555771859553145,0.0835790552564521,0.0729627277295723,0.0637540998947561,0.0417383769056186,0.0456144497606897,0.0798471134697526,0.0511277404538538,0.0582877861386882,0.0379388278007519,0.0510736335317577,0.0403838453178898,0.0507055991466743,0.051252323225567,0.0521281979960553,0.0519850892556625,0.03078193887897,0.056005672189401,0.0427428305406319,0.043770922073495,0.0478971036111454,0.045812428911746,0.054054812752604,0.0342178884004202,0.0493550761798345,0.056278920097485,0.0617843527989077,0.0551409550024735,0.0608539592707356,0.0671443370821834,0.03522682214262,0.111530712381115,0.0580845486663202,0.0486858492125851,0.0825251700428587,0.0646608553619527,0.0582181310123497,0.0716523191897233,0.0745724692258465,0.0542180875781493,0.0762099898755614,0.0818317192229305,0.0992036200806929,0.0837875620631612,0.100284911112146,0.0732360165724424,0.144797533190602,0.12686540842624,0.0798943204239701
"CPA",1.84019066308698,0.696505542596758,0.556250516272203,0.387437888908773,0.476519765743862,0.287923189158314,0.397693955406826,0.290924077208027,0.214397344424045,0.308506423107545,0.194034281885365,0.162877902573848,0.148729955167792,0.113832458895422,0.179699739698864,0.198519685461388,0.15234307841051,0.132666254375937,0.115664045890607,0.127272654304543,0.110995673474587,0.135530265519289,0.127283286746739,0.0889508920208951,0.0963360452343834,0.106913069781793,0.124561091317387,0.114322602699291,0.0529163218211836,0.0978174106891244,0.129022454947474,0.107898529677637,0.101377728458969,0.056229325350478,0.105526958703462,0.0737115227454018,0.0695242111675525,0.0403178147554894,0.0499863529621039,0.0778710002829083,0.0398671570727192,0.0723786604566975,0.0542682416913334,0.0701780401229956,0.0622823347239793,0.031600038424545,0.0659644472376432,0.0496649509550174,0.0781992697606728,0.0700461065642122,0.057257320929822,0.0515151994971949,0.0513068318479662,0.0738091193370016,0.0812473199722466,0.0685138345449648,0.107640891641685,0.0983249949966774,0.0760129877261564,0.11527652234511,0.101655268250557,0.0979761367140381,0.103998344020704,0.104300029126189,0.139653496145951,0.0686068501444844,0.0977249690412609,0.0990713854987268,0.102325823068535,0.0815679878472368,0.14405268616319,0.109920939279618,0.110095907076878,0.115754259092608,0.12526816184833,0.117777361077562,0.0844545492367383,0.0911896281434727
"CPB",0.35945531738436,0.119159572253269,0.148492782300346,0.089661721511363,0.0874466434715884,0.113609958021171,0.113195249560446,0.0377239398625075,0.0414259421860651,0.0425963251633729,0.0499989737834745,0.0592668164783632,0.042270194215868,0.0340541171840321,0.0293835260907218,0.0560700080875389,0.0464191970287725,0.0531283287077097,0.0319278154758384,0.0289182588351674,0.0299743307438562,0.0176601353405528,0.0143842480630712,0.0194188041648511,0.0320317939474449,0.0365574662201026,0.0310025234655123,0.0184362531137787,0.0206006961647466,0.0161437286321838,0.0321898431438082,0.0242806522743121,0.0154838784244482,0.0217943093320161,0.0103699632930508,0.014473112780404,0.0153472380402676,0.0102160335464305,0.0116391527640211,0.0172835745967143,0.0156356304534501,0.016334687627196,0.0139546610522415,0.0156152357044489,0.0150281518669998,0.0146510427075546,0.00850862295159009,0.0142104239917117,0.0215336949867479,0.0309315284827538,0.020415977639491,0.0201256753383747,0.0178452391374327,0.0228995517941156,0.0284360170451932,0.0217620579858746,0.0228375301921145,0.0251038087259054,0.0328993768128735,0.0194167959072824,0.0252134267576439,0.0274835771174396,0.0234283160543469,0.0198168838033271,0.0156110416992578,0.0209719075503934,0.0177701229215102,0.028396948324061,0.0243443136818124,0.0294424320613634,0.0406306140628865,0.0450902723379241,0.0433186635704256,0.0420972554574407,0.0394009418329275,0.0620551461999383,0.0642342735739423,0.0532048873275376
"CPE",4.19936801850245,2.62006956782667,1.78276829273981,1.56370752014899,0.828062126126983,0.716156137765935,1.873090875948,0.86329766490848,1.08829246285498,1.28305950692776,0.630565829675665,0.757986110807783,1.21817883795108,0.667790470893352,0.793230409305482,1.00818621891577,0.909597225603192,0.633094616272074,0.531182518828464,0.700103889448478,0.575459471817509,0.458245856266283,0.409114022906551,0.508110885951487,0.48656541730439,0.485421124686966,0.800953582061622,0.594776143657917,0.263467830938718,0.444832958725739,0.431147713407193,0.432779243795687,0.482871804445306,0.412422902449943,0.472848823420959,0.315925442088102,0.383334727677387,0.398615144589967,0.43083059652593,0.509588768379868,0.461552062237983,0.408607519647351,0.49475873543876,0.383347050696577,0.331482917836407,0.339043496899487,0.30771515585706,0.317487930426194,0.297434481103976,0.321125893062423,0.428492293118107,0.421389360776324,0.490676870959694,0.551948129576627,0.272772405583206,0.334992943251668,0.295684858813193,0.384475652370457,0.446796798486575,0.528310590503004,0.746319804886399,0.388144560813997,0.538853504037832,0.436979530689034,0.423486815888261,0.491237664585177,0.554656415566875,0.541789720583427,0.371605954323492,0.407615985595125,0.654471998572589,0.733908194387416,0.472880324872651,0.507090411373534,0.909282457029068,0.478517156660538,0.443847853666387,0.630372390111475
"CPHD",2.09240066694475,1.40173821337133,1.04878969264073,0.719231255590206,0.882878347008281,0.687550314362987,0.93980035128029,0.593660254631565,0.675653843325405,0.939546750360982,0.40213912557019,0.420254150246271,0.342591586106218,0.223398365350592,0.420019324765791,0.272757531332311,0.230593567528121,0.373526480562234,0.247602195447123,0.276342784347766,0.285556099078749,0.226718416214166,0.253243125625982,0.151409520349653,0.143381910692606,0.204001820101302,0.304462329789479,0.191063558015838,0.199917657670807,0.148572954084579,0.191002518201213,0.255719127189412,0.18384269313422,0.199038256548206,0.200077968985464,0.203479818015809,0.106138943781023,0.119064029162323,0.127101613646199,0.210836972267205,0.147123715211483,0.110825284482893,0.187667474993338,0.267598562353622,0.171057101232866,0.139182538859299,0.158653654192661,0.0819625523901177,0.152472452432641,0.140611285840834,0.222081798783727,0.197963529872262,0.141007209751473,0.140017182711937,0.251085143685475,0.195034703986866,0.121697806933317,0.16259908812384,0.169724808673622,0.192709150164533,0.255861327306239,0.195028753444557,0.209512293718456,0.197096966969262,0.270226404793242,0.131382680976797,0.174438116055299,0.189666446047677,0.340930729247802,0.301120854556255,0.327517298173781,0.227298517176009,0.279814426410557,0.333321010159683,0.279187470868533,0.471323996833618,0.334301223172114,0.394600229202976
